Food_Name,GI,GL,Serving_Size,Carbs_per_Serve,Category
"Diet Raspberry yoghurt, Dairy Dream",21,,,,20
"Diet yoghurt, Vaalia™, exotic fruits, sweetened with acesulfame K and Splenda",23,,,,20
"Diet yoghurt, Vaalia™, mango, sweetened with acesulfame K and Splenda",23,,,,20
"Diet yoghurt, Vaalia™, mixed berry, sweetened with acesulfame K and Splenda",25,,,,20
"Diet yoghurt, Vaalia™, strawberry, sweetened with acesulfame K and Splenda",23,,,,20
"Diet yoghurt, Vaalia™, vanilla, sweetened with acesulfame K and Splenda",23,,,,20
Digestives,39,,,,20
"Dumpling, containing meat and shallots",28,,,,50
Durian (Durio zibethinus) #,49,,,,15
Energy bar with 2.0 g Filtered Molasses Concentrate added per 100 g (4.01 g FMC/100 g carbohydrate),40,,,,25
"English Muffin, Whole Grain Multigrain, President's Choice® Blue Menu™",45,,,,15
ExtendBar™ Apple Cinnamon Delight bar,33,,,,25
ExtendBar™ Chocolate Delight bar,41,,,,25
ExtendBar™ Peanut Delight bar,32,,,,25
Extruded snack made from buckwheat flour and 80% Jerusalem artichoke powder #,40,,,,25
F1 Protein Drink Mix Hojicha,21,,,,9.5
"Fat-Free Natural yoghurt (Jalna Dairy Foods, Australia) #",19,,,,10
"Fat-free, Passionfruit yoghurt",27,,,,20
"Fermented cow's milk (filmjölk, 3% fat) (Skånemejerier, Malmö, Sweden) #",11,,,,10
"Fermented cow's milk (ropy milk, långfil, 3% fat) (Arla, Gävle, Sweden) #",11,,,,10
"Fibre-Rich Muesli, Vogel's Café Style",48,,,,20
"Figs, dried, no added, sugar, organic, Turkish",54,,,,15
Fior di Latte (Mulino Bianco),47,,,,20
"FitJoy™ Protein bar, containing whey protein and isomaltooligosaccharides (Nutrabolt, TX, USA) #",34,,,,25
"Flavored milk pudding, chocolate (Danette al cioccolato)",51,,,,20
"Flavored milk pudding, chocolate, made from powder and whole milk, instant",47,,,,20
"Flavored milk pudding, vanilla, made from powder and whole milk, instant",40,,,,20
"Flavored milk, chocolate or mocha, Masters® Light, 99% fat free",27,,,,20
"Flavored milk, chocolate or strawberry, Big M™",37,,,,20
"Flavored milk, chocolate or strawberry, Masters®, reduced fat",35,,,,20
"Flavored milk, Rush® Heavenly Vanilla Malt milk",31,,,,20
"Flavored milk, Rush® Intense Coffee milk",24,,,,20
"Flavored milk, Rush® Ultimate Chocolate milk",26,,,,20
"Flavored milk, Rush® Wicked Latte milk",26,,,,20
"Flaxseed Tortilla chips, Spicy, President's Choice® Blue Menu™",34,,,,25
"FooFoo corn (Zea mays), consumed with cabbage (Brassica oleracea) #",23,,,,35
"FooFoo corn (Zea mays), consumed with ndolè (Vernonia amygdalima) #",20,,,,35
"FooFoo corn (Zea mays), consumed with nkui (Triumpheta pentandra) #",5,,,,35
"FooFoo corn (Zea mays), consumed with okra (Abelmoschus esculentus) sauce #",23,,,,35
"FooFoo corn (Zea mays), consumed with pistachio (Pistacia vera) sauce #",12,,,,35
"FooFoo corn (Zea mays), consumed with yellow sauce (Elaeis guinensis) #",13,,,,35
Formula 1 Healthy Meal Nutritional Shake Mix: Caramel Apple,15,,,,20
Formula 1 Healthy Meal Nutritional Shake Mix: Cookies and Cream (1 serve) + Protein Drink Mix: Vanilla (1/2 serve) + Prolessa Duo (1 serve),29,,,,20
Formula 1 Healthy Meal Nutritional Shake Mix: Doce de leite,22,,,,20
Formula 1 Healthy Meal Nutritional Shake Mix: Pralines & Cream,15,,,,20
Formula 1 Healthy Meal Nutritional Shake Mix: Cookies and Cream (1 serve) + Protein Drink Mix: Vanilla (1 serve) + Prolessa Duo (1 serve),29,,,,20
Formula 1 Healthy Meal Nutritional Shake Mix: French Vanilla (1 serve) + Protein Drink Mix: Vanilla (1 serve) + Prolessa Duo (1 serve),29,,,,20
Formula 1 Healthy Meal Nutritional Shake Mix: French Vanilla (1 serve) + Protein Drink Mix: Vanilla (1/2 serve) + Prolessa Duo (1 serve),32,,,,20
"Formula 1 Nutritional Shake Mix: Berry, prepared with water",21,,,,20
"Formula 1 Nutritional Shake Mix: Cookies n’ Cream, prepared with water",15,,,,20
"Formula 1 Nutritional Shake Mix: Dutch Chocolate, prepared with water",19,,,,20
"Formula 1 Nutritional Shake Mix: French Vanilla, prepared with water",20,,,,20
"Formulated Milk powder for Middle-Aged Adults, Probilove, prepared with water",32,,,,25
"Fortimel® enteral formula (Nutricia N.V., Netherlands) #",25,,,,30
"Four bean mix, canned, drained, Edgell's™ brand",37,,,,15
"Freekeh, Lentils & Beans Superblend Fibre, dried, cooked in boiling water for 15 min",29,,,,15
"French Fries, deep-fried in oil for 10 min #",42,,,,20
"Fried plantain (Musa paradisiaca) and beans (Phaseolus vulgaris), cooked for 60 min meal #",24,,,,35
"Fromage Frais, red fruit: blackcurrant",22,,,,20
"Fromage Frais, red fruit: raspberry",31,,,,20
"Fromage Frais, red fruit: red cherry",25,,,,20
"Fromage Frais, red fruit: strawberry",29,,,,20
"Fromage Frais, yellow fruit: mandarin and orange",19,,,,20
"Fromage Frais, yellow fruit: mango and papaya (Healthy Living, UK) #",25,,,,20
"Fromage Frais, yellow fruit: passionfruit and pineapple (Healthy Living, UK) #",18,,,,20
"Fromage Frais, yellow fruit: peach and apricot (Healthy Living, UK) #",22,,,,20
"Fruche® on Fruit, low-fat, toffee apple",47,,,,20
"Fruche®, low-fat, apricot vanilla honey",34,,,,20
"Fruche®, low-fat, berry compote",37,,,,20
"Fruche®, low-fat, duet peach on pineapple",34,,,,20
"Fruche®, low-fat, lemon sorbetto",34,,,,20
"Fruche®, low-fat, orange sorbetto",34,,,,20
"Fruche®, low-fat, peach roulade",37,,,,20
Fructose,23,,,,5
Fructose #,20,,,,5
Fructose #,21,,,,5
"Fructose (Sigma Chemical Company, St. Louis, MO, USA) #",24,,,,5
"Fructose (Sweeten Less, Canada) #",12,,,,5
"Fructose (Sweeten Less, Maximum Nutrition Inc., Toronto, Canada) #",11,,,,5
Fructose from corn,25,,,,5
"Fructose, 25 g portion, fed with 37.7 g oats40 #",25,,,,5
"Fruit & Muesli, Bürgen®",51,,,,20
"Fruit & Nut Muesli, Carman’s Classic",50,,,,20
Fruit & Vegetable cereal powder A,35,,,,20
"Fruit & Vegetable cereal powder B (The Fast Diet A, Ebany Biomedical Technology, Beijing, China)",47,,,,20
"Fruit and Muesli bread, Bürgen®",53,,,,15
Fruit and nut mix,15,,,,25
Fruit and Nuts Superfoods bar,40,,,,25
"Fruit and Spice Loaf, thick sliced",54,,,,15
"Fruit Free Muesli, Carman’s Original",45,,,,20
"Fruit loaf, Bürgen®",44,,,,15
"Fruit loaf, Continental, wheat bread with dried fruit #",47,,,,15
"Fruit Muesli, containing wheat germ, rolled oats, apple juice, pear, and orange juice, homemade, porridge with lumps consistency",38,,,,10
"Fruit Salad canned in fruit juice, containing peach, pear, apricot, pineapple and cherries",54,,,,15
Fruit Up sweetener syrup,39,,,,5
"Fruity-Bix™ bar, wild berry, wheat biscuit cereal and dried fruit covered with yoghurt coating",51,,,,20
"Full-fat (3% fat, Skånemejerier, Malmö, Sweden) #",21,,,,10
Full-fat milk #,11,,,,10
Full-fat milk #,24,,,,10
Full-fat milk #,34,,,,10
Full-fat milk #,41,,,,10
"Full-fat milk (Dairy Farmers Ltd, Sydney, Australia) #",31,,,,10
"Full-fat milk, NS, tested in young adults (17-18 y) #",3,,,,10
"Full-fat, milk",30,,,,10
"Full-fat, pasteurized, fresh, organic milk",34,,,,10
"Full-fat, standardized, homogenized, pasteurized, British",46,,,,10
"Ga kenkey, prepared from fermented cornmeal (Zea mays) eaten with fish, tomato and onion sauce #",12,,,,35
"Gelati, sucrose-free frozen dessert, chocolate flavor",37,,,,20
"Gelati, sucrose-free frozen dessert, vanilla flavor",39,,,,20
Gemme Integrali (Mulino Bianco),46,,,,20
"Gen-Premium clinical nutrition formula powder (Thai Otsuka Pharmaceutical Co. Ltd.), dissolved in 400 mL water #",27,,,,30
GI Pasta,38,,,,20
"Ginger marmalade, Original",50,,,,15
"Ginger Spread, sucrose-free",10,,,,15
"Ginger, candied, sucrose-free",10,,,,25
Glucare Gold Ready-to-drink Nutrition,12,,,,18
Glucerna Chocolate Graham nutritional supplement bar,20,,,,30
"Glucerna Nutritional Drink, Vanilla Flavor",23,,,,30
"Glucerna Select, enteral nutritional supplement",16,,,,30
"Glucerna SR, diabetes-specific enteral formula",23,,,,30
"Glucerna SR®, diabetes-specific enteral formula (Abbott Laboratories Inc, USA) #",23,,,,30
"Glucerna, diabetes-specific enteral formula",15,,,,30
"Glucerna, diabetes-specific enteral formula (Abbott Laboratories Inc, USA) #",15,,,,30
"Glucerna™ enteral nutritional supplement, vanilla flavor (Ross Nutrition, Canada) #",26,,,,30
"Glucerna™, vanilla (Abbott Laboratories Inc., USA)",31,,,,30
"Glucerna™, vanilla flavor",19,,,,30
"Glucerna™, vanilla flavor",20,,,,30
Glucose Support 1.2 Vanilla,18,,,,30
Gluten-free bread with 12% inulin-type fructans (rice flour and potato starch) #,48,,,,15
"Goat Milk Drink, Symbiotics Low GI, powder prepared with water",25,,,,25
Golden Flaxseed biscuits,36,,,,20
Goodness Superfoods Fibre Boost Sprinkles,34,,,,20
Grain cracker,25,,,,15
"Gram dhal, dried, soaked overnight, cooked water with 2 g salt, tested in young adults (17-18 y) #",5,,,,15
Gran Cereale Cioccolato (Grancereale),52,,,,20
Gran Cereale Classico (Grancereale),49,,,,20
Gran Cereale Frutta (Grancereale),51,,,,20
"Gran'Dia Banana, Oats and Honey",28,,,,20
Gran'Dia Chocolate with five cereals,39,,,,20
"Granola bar, containing wheat flour and coconut flour #",51,,,,20
"Granola, whole-grain oat protein",51,,,,20
Grany en-cas Fruits des bois,50,,,,20
Grape Nectar,52,,,,15
"Grapefruit juice, unsweetened (Sunpac, Toronto, Canada) #",49,,,,20
"Grapefruit, raw #",26,,,,15
"Grapefruit, ruby red segments, canned in juice",47,,,,15
"Grapes, Crimson seedless",50,,,,15
"Grapes, Golden no-seed, raw #",48,,,,15
"Grapes, green, Menidee, seedless",54,,,,15
"Grapes, NS #",43,,,,15
"Grapes, NS #",49,,,,15
"Grapes, NS #",49,,,,15
"Grapes, NS #",50,,,,15
"Greek Style yoghurt, Premium blend (Jalna Dairy Foods, Australia) #",12,,,,10
"Green banana flour, consumed suspended in 250 mL water #",15,,,,45
"Green banana, boiled #",38,,,,20
"Green banana, peeled, boiled 10 min",37,,,,20
"Green banana, peeled, fried in vegetable oil",35,,,,20
"Green gram (Phaseolus aureus), soaked 12 h, stored moist 24 h, steamed 1 h #",38,,,,15
"Green peas (Pisum sativum L.), soaked overnight, boiled, cooled overnight, microwaved #",9,,,,15
"Green peas (Pisum sativum L.), soaked overnight, boiled, cooled overnight, microwaved #",9,,,,15
"Green plantain (Musa paradisiaca), peeled, boiled 10 min",39,,,,20
"Green plantain (Musa paradisiaca), peeled, fried in vegetable oil",40,,,,20
Ground beef served with rice and an orange #,22,,,,35
"Growing up beverage powder, product 2",55,,,,10
"Growing up beverage powder, product 3",23,,,,10
"Growing up beverage powder, product 4",51,,,,10
"Growing up beverage powder, product 5",54,,,,10
"Growing up beverage powder, product 6",43,,,,10
"Gruel (wholemeal wheat, rye, rice, wheat and oat flour) (Semper Foods AB, Sweden), made with whole milk and water #",48,,,,10
Guardian™,37,,,,20
Guardian™,43,,,,20
"Guava (Psidium guajava), raw #",54,,,,15
"Guava, raw #",31,,,,15
"Guava, raw #",33,,,,15
"Guava, raw, cut into bite size pieces",29,,,,15
"Guava, raw, cut into bite size pieces #",31,,,,15
"Guava, raw, puree",47,,,,15
"Guava, raw, puree #",49,,,,15
Györi Édes Jó reggelt! Müzlivel és gyümölccsel / Fruits and Muesli,45,,,,20
Györi Édes Jó reggelt! Müzlivel és gyümölccsel / Fruits and Muesli,49,,,,20
Györi Édes Jó reggelt! Müzlivel és gyümölccsel / Fruits and Muesli,47,,,,20
"Haricot beans, home-cooked, soaked overnight, boiled 1h in water, baked in tomato sauce 2 h (HJ Heinz, Australia) #",23,,,,15
"Haricot/Navy beans (King Grains, Canada) #",40,,,,15
"Haricot/Navy beans, boiled in water with 2 g salt #",31,,,,15
"Haricot/Navy beans, dried, boiled #",31,,,,15
"Haricot/Navy beans, pressure cooked at 15 psi for 25 min (King Grains, Toronto, Canada) #",29,,,,15
Hazelnut & Apricot bar,42,,,,20
"Hazelnut, 2.4% fat, prepared from commercial mousse mix with water",36,,,,20
HDI Clover Honey with Bee Pollen,53,,,,5
"Hearty 7 Grain bread, Healthy Choice™",55,,,,15
Heather honey (provided by German beekeeper association) #,53,,,,5
Herbalife24 Achieve Protein Bar: Chocolate Chip Cookie Dough,42,,,,20
Herbalife24 Achieve Protein Bar: Dark Chocolate Brownie,49,,,,20
Herman Brot Chocolate Protein Muesli,35,,,,20
Herman Brot Complete Protein Bread,39,,,,15
Herman Brot Complete Protein Buns,38,,,,6
Herman Brot HermanBurger Protein Bun,31,,,,15
"Herman Brot Low Carb Muffin, Blueberry",13,,,,30
Herman Brot Lower Carb Bread,24,,,,15
"Herman Brot Lower Carb Pasta, boiled in water for 7 min",22,,,,40
Herman Brot Peanut Candy Protein Muesli,30,,,,20
Herman Brot Protein Cheese Cracker,22,,,,15
Herman Brot Protein Mediterranean Cracker,31,,,,15
Herman Brot Protein Natural Cracker,24,,,,15
Herman Brot Protein Olive Cracker,29,,,,15
Herman Brot Protein Spice Cracker,26,,,,15
Herman Brot Protein Wraps,27,,,,15
Herman Brot Protein Zatar Cracker,27,,,,15
Herman Brot Red Fruits Protein Muesli,32,,,,20
High Fibre High Protein Noodle (made from HFP Noodle Mix),43,,,,
High fructose corn syrup with 3.3 g Filtered Molasses Concentrate added per 100 g (4.16 g FMC/100 g carbohydrate),50,,,,5
"High protein, high fiber nutritional supplement (flavor 1) mixed in water",27,,,,30
High-calcium cracker,52,,,,15
High-fiber cereal,52,,,,20
Highland Barley Oats Biscuit,48,,,,20
"Honey & Oats bread, Vogel's (Stevns & Co, Sydney, Australia) #",55,,,,15
"Honey, Linden (heated) (provided by German beekeeper association) #",49,,,,5
"Honey, sweet chestnut (provided by German beekeeper association) #",53,,,,5
"Horse gram, (Dolichos biflorus) soaked 12 h, stored moist 24 h, steamed 1 h #",51,,,,15
"Hot cereal, Sustagrain, apple & cinnamon",37,,,,20
"Hot cereal, Sustagrain, unflavored",25,,,,20
Hummus (chickpea salad dip) #,6,,,,15
Hummus (chickpea salad dip) #,6,,,,35
"Hummus (Sabra Classic Hummus; Sabra Dipping Co., S. Chesterfield, VA)",15,,,,15
"Ice cream, low carbohydrate, chocolate #",32,,,,20
"Ice cream, low carbohydrate, vanilla #",7,,,,20
"Ice cream, low fat (Light™ Peters, Nestle Australia) #",50,,,,20
"Ice cream, low-fat, Blueberry Pomegranate flavor",32,,,,20
"Ice cream, low-fat, Bulla Light Creamy vanilla",36,,,,20
"Ice cream, low-fat, Bulla Light Real Dairy chocolate",27,,,,20
"Ice cream, low-fat, Bulla Light Real Dairy English Toffee",27,,,,20
"Ice cream, low-fat, Bulla Light Real Dairy Mango",30,,,,20
"Ice cream, low-fat, Chocolate Toffee flavor",25,,,,20
"Ice cream, low-fat, Coconut flavor",39,,,,20
"Ice cream, low-fat, Dutch Chocolate flavor",34,,,,20
"Ice cream, low-fat, Mint Chip flavor",34,,,,20
"Ice cream, low-fat, Mocha flavor",37,,,,20
"Ice cream, low-fat, Vanilla Bean flavor",39,,,,20
"Ice cream, low-fat, vanilla, 'Light'",46,,,,20
"Ice cream, NS #",36,,,,20
"Ice cream, premium, French vanilla, 16% fat",38,,,,20
"Ice cream, premium, Ultra chocolate, 15% fat",37,,,,20
"Ice-cream, , low-fat chocolate flavored Chocollo™, eaten with a plain cone",44,,,,20
"Ice-cream, low-fat chocolate flavored, Chocollo™",24,,,,20
"Ice-cream, low-fat, 1.4% fat, Light Prestige traditional toffee",37,,,,20
"Ice-cream, low-fat,1.2% fat, Light Prestige rich vanilla",47,,,,20
"Ice-cream, reduced-fat, 7.1% fat, Prestige golden macadamia",37,,,,20
"Iced lemon tea, decaffeinated, lemon juice powder 0.2% (7% fructose)",38,,,,25
"Infasoy™, soy-based, milk-free",55,,,,10
Inslow™,25,,,,30
"InZone™ nutritious beverage powder, prepared with water (Indevex AB, Sweden) #",28,,,,20
Iron Bark honey (34% fructose),48,,,,5
"Ironman PR bar®, chocolate (PR Nutrition, San Diego, CA, USA) #",39,,,,25
"Isomalt (Sudzucker AG, Mannheim, Germany) #",2,,,,2.5
"Isomaltulose (Cargill, Belgium) #",45,,,,5
"Isomaltulose, Palatinose™ (Sudzucker AG, Mannheim, Germany) #",32,,,,5
"Isowhey Complete Double Chocolate meal replacement beverage powder, prepared with water",23,,,,20
"Isowhey Complete French Vanilla meal replacement beverage powder, prepared with water",30,,,,20
"Isowhey Complete Strawberries & Cream meal replacement beverage powder, prepared with water",30,,,,20
Jarrah Platinum Honey,46,,,15.0,11
"Jatz™, plain salted cracker biscuits (Arnotts, Australia) #",55,,,,15
Jo Reggelt Fruits and Figs,41,,,,20
Jubilee Nuts and Honey,44,,,,20
Jubilee Nuts and Honey,45,,,,20
"Juice Plus+® Complete meal replacement powder, Dutch chocolate flavor",35,,,,20
"Juice Plus+® Complete meal replacement powder, French vanilla flavor",32,,,,20
"Jujubes, dried (Ziziphus jujubu Mill.)",55,,,,15
Jyväshyvä Paussi Mysli and Fruits,45,,,,20
Jyväshyvä Paussi Mysli and Fruits,49,,,,20
Jyväshyvä Paussi Mysli and Fruits,47,,,,20
Jyväshyvä Paussi Vanilla,39,,,,20
Jyväshyvä Paussi Wholegrain,46,,,,20
"Karicare Follow On Follow-on formula, containing 86% lactose, 14% maltodextrins",37,,,,10
"Karicare from Birth Infant formula, containing 83% lactose, 17% maltodextrins",30,,,,10
Karicare™ gold starter formula with omega plus LCP oils,35,,,,10
"Kefir, low-fat, plain",36,,,,20
"Kefir, orange flavor",48,,,,20
Kellogg‘s® Nutri-Grain Breakfast Fuel,38,,,,25
Kellogg’s® Coco Pops Chocolatey Liquid Breakfast,35,,,,25
Kidney beans #,47,,,,15
"Kidney beans (Phaseolus vulgaris L.), autoclaved #",35,,,,15
"Kidney beans (Phaseolus vulgaris L.), red, soaked 20 min, boiled 70 min #",26,,,,15
"Kidney beans (Phaseolus vulgaris L.), soaked overnight, boiled, cooled overnight, microwaved #",9,,,,15
"Kidney beans (Phaseolus vulgaris L.), soaked overnight, boiled, cooled overnight, microwaved #",13,,,,15
"Kidney beans, boiled 2 min, soaked 60 min, simmered 60 min, reheated in microwave #",23,,,,15
"Kidney beans, boiled in salted water #",32,,,,15
"Kidney beans, boiled in water with 2 g salt #",29,,,,15
"Kidney beans, canned (Lancia-Bravo Foods Ltd., Canada) #",53,,,,15
"Kidney beans, dried, boiled #",23,,,,15
"Kidney beans, dried, boiled #",43,,,,15
"Kidney/white bean (Phaseolus vulgaris Linn), soaked, boiled 17 min #",14,,,,15
"Kingston, butternut cookies with chocolate filling",48,,,,20
"Kiwi fruit, Hayward #",47,,,,15
"Kiwifruit, Golden, raw #",47,,,,15
"Kiwifruit, Golden, raw #",47,,,,15
Komplete™,48,,,,20
"L.E.A.N (Life long) Nutribar™, Chocolate Crunch",32,,,,20
"L.E.A.N (Life long) Nutribar™, Peanut Crunch",30,,,,20
"L.E.A.N Fibergy™ bar, Harvest Oat",45,,,,20
"Lacritose, mixture containing 54.13% erythritol, 27.4% lactose, 12.9% fructose, and 5.57% sucrose #",11,,,,2.5
"Lacritose, mixture containing 54.13% erythritol, 27.4% lactose, 12.9% fructose, and 5.57% sucrose #",18,,,,2.5
Lactitol #,-1,,,,2.5
"Lactitol MC (Danisco sweeteners, Surrey, UK) #",3,,,,2.5
"Lactona Dia-? beverage powder, prepared with water",27,,,,30
Lactose,46,,,,5
"Lactose (Lactose 101394S, BDH, Poole, UK) #",48,,,,5
"Lactose (Sigma Chemical Company, USA) #",43,,,,5
Lactose Free Instant Full Cream Milk Powder,48,,,35.0,13.7
"Lactose, 25 g portion, fed with 37.7 g oats #",49,,,,5
"Laddu (popped amaranth, foxtail millet, roasted legume powder, fenugreek seeds) in hot sweet syrup #",24,,,,35
"Laddu (popped amaranth, foxtail millet, roasted legume powder, fenugreek seeds) in hot sweet syrup #",29,,,,35
Leanmax Mom Ready-to-mix Nutrition,32,,,40.0,21
Leanmax Rena Gold 1 Ready-to-mix Nutrition,42,,,40.0,12.2
Leanmax Rena Gold 2 Ready-to-mix Nutrition,32,,,40.0,10.4
Leanpro Glulevel Ready-to-mix Nutrition,26,,,40.0,15.4
Leanpro Peptizer Ready-to-mix Nutrition,18,,,47.0,26.6
"Leben European Style yoghurt (Jalna Dairy Foods, Australia) #",11,,,,10
Leda Luxury gluten-free chocolate coated cookies,35,,,,20
Lemon weight management bar,23,,,,20
Lemon weight management bar #,32,,,,20
"Lentil, Asterix, washed, brought to boil in water (1:2.5 seed:water ratio) at 500°C (~11 min), once boiling was achieved temperature reduced to 280°C and continued to boil until soft",10,,,,15
"Lentil, canned (Unico, Concord, Canada) #",45,,,,20
"Lentil, Greenland, washed, brought to boil in water (1:2.5 seed:water ratio) at 500°C (~11 min), once boiling was achieved temperature reduced to 280°C and continued to boil until soft",23,,,,15
"Lentil, Imigreen, washed, brought to boil in water (1:2.5 seed:water ratio) at 500°C (~11 min), once boiling was achieved temperature reduced to 280°C and continued to boil until soft",14,,,,15
"Lentil, Impower, washed, brought to boil in water (1:2.5 seed:water ratio) at 500°C (~11 min), once boiling was achieved temperature reduced to 280°C and continued to boil until soft",17,,,,15
"Lentil, Improve, washed, brought to boil in water (1:2.5 seed:water ratio) at 500°C (~11 min), once boiling was achieved temperature reduced to 280°C and continued to boil until soft",15,,,,15
"Lentil, Redberry, washed, brought to boil in water (1:2.5 seed:water ratio) at 500°C (~11 min), once boiling was achieved temperature reduced to 280°C and continued to boil until soft",13,,,,15
"Lentil, Redbow, washed, brought to boil in water (1:2.5 seed:water ratio) at 500°C (~11 min), once boiling was achieved temperature reduced to 280°C and continued to boil until soft",18,,,,15
"Lentil, Redcliff, washed, brought to boil in water (1:2.5 seed:water ratio) at 500°C (~11 min), once boiling was achieved temperature reduced to 280°C and continued to boil until soft",18,,,,15
"Lentils and vegetable puree, containing red lentils, sweet potato, and carrot, homemade, mashed with lumps consistency",36,,,,10
"Lentils and vegetables puree, commercial, for ages 7 – 9 months, Heinz™ Mum’s Recipe",52,,,,10
"Lentils, brown, canned, drained, Edgell's™ brand",42,,,,15
"Lentils, green, canned in brine (Lancia-Bravo Foods Ltd., Canada) #",53,,,,15
"Lentils, green, dried, boiled #",37,,,,15
"Lentils, green, dried, boiled #",22,,,,15
"Lentils, green, dried, boiled #",30,,,,15
"Lentils, NS, boiled in water with 2 g salt #",29,,,,15
"Lentils, NS, simmered 20 min, refrigerated, reheated in microwave #",28,,,,15
"Lentils, Quinoa & Beans Superblend Protein, dried, cooked in boiling water for 15 min",36,,,,15
"Lentils, red, dried, boiled #",18,,,,15
"Lentils, red, dried, boiled #",21,,,,15
"Lentils, red, dried, boiled #",31,,,,15
"Lentils, red, dried, boiled #",32,,,,15
"Lentils, red, split, dried, boiled 25 min #",21,,,,15
"Lima beans, baby, frozen, reheated in microwave oven (York, Canada Packers, Toronto, Canada) #",33,,,,15
"Linseed rye bread (Rudolph's Specialty Bakery Ltd., Toronto, Canada) #",55,,,,15
Lipid Pro Nutritional Milk Powder,17,,,,17
"Litesse II, bulking agent with polydextrose and sorbitol (Danisco Sweeteners, UK) #",7,,,,2.5
"Litesse III ultra, bulking agent with polydextrose and sorbitol (Danisco Sweeteners, UK) #",4,,,,2.5
Liver Cleansing Muesli,31,,,,20
Locust honey #,32,,,,5
Locust pod honey #,48,,,,5
"Loubieh Bzet, made from French beans, tomato, and onions, cooked for 35 min #",13,,,,35
Low GI Golden Osmanthus Oolong Nuts Crispy Clusters,44,,,,8.2
Low GI Granola Golden Almond Crunch,49,,,,20
Low GI Granola Strawberry & Coconut,52,,,,20
"Low-fat yoghurt (0.9%), fruit, wild strawberry, Ski d'lite™",31,,,,20
"Low-fat yoghurt, apricot",42,,,,20
"Low-fat yoghurt, black cherry",41,,,,20
"Low-fat yoghurt, Nestlé Diet, Blueberry",32,,,,20
"Low-fat yoghurt, Nestlé Diet, Mixed Berry",28,,,,20
"Low-fat yoghurt, Nestlé Diet, Peaches & Cream",28,,,,20
"Low-fat yoghurt, raspberry",34,,,,20
"Low-fat yoghurt, sugar sweetened, Heavenly Honey flavor, Vaalia",32,,,,20
"Low-fat yoghurt, sugar sweetened, Lemon Crème flavor, Vaalia",43,,,,20
"Low-fat yoghurt, sugar sweetened, Luscious Berries flavor, Vaalia",29,,,,20
"Low-fat yoghurt, sugar sweetened, Passionfruit flavor, Vaalia",32,,,,20
"Low-fat yoghurt, sugar sweetened, strawberry classic, Yoplait™ Lite",33,,,,20
"Low-fat yoghurt, sugar sweetened, Strawberry flavor, Vaalia",28,,,,20
"Lower Carb 5 Seeds Bread, Helga’s™",53,,,,15
"Lower Carb Soy & Toasted Sesame Bread, Helga’s™",51,,,,15
"Lower Carb Wholemeal & Seeds Bread, Helga’s™",51,,,,15
LU P'tit Déjeuner Chocolat,42,,,,20
LU P'tit Déjeuner Miel et Pépites Chocolat,45,,,,20
LU P'tit Déjeuner Miel et Pépites Chocolat,49,,,,20
LU P'tit Déjeuner Miel et Pépites Chocolat,52,,,,20
"LU Petit Dejeuner Cereals & Chocolate Chips, low in sugar",37,,,,20
LU Petit Dejeuner Chocolate & Cereals,46,,,,20
"LU Petit Dejeuner Coconut, nuts and chocolate",51,,,,20
LU Petit Dejeuner Fruits and Muesli,45,,,,20
LU Petit Dejeuner Fruits and Muesli,49,,,,20
LU Petit Dejeuner Fruits and Muesli,47,,,,20
LU Petit Dejeuner Honey & Chocolate chips,47,,,,20
LU Petit Dejeuner Honey & Chocolate chips,46,,,,20
LU Petit Dejeuner Milk and Cereals,39,,,,20
LU Petit Dejeuner Multicereals,46,,,,20
LU Petit Dejeuner with Fruits and Figs,41,,,,20
LU Petit Dejeuner with Prunes,51,,,,20
"LU Petit Dejeuner, Chocolate, low in sugar",51,,,,20
"Lungkow bean thread (National Cereals, Oils & Foodstuffs, Qingdao & Guangdong, China) #",26,,,,35
"Lungkow bean thread noodles (National Cereals, Oils & Foodstuffs, Qingdao & Guangdong, China) #",26,,,,40
"Lycasin® HBC, syrup containing 50-55% maltitol, 5-8% sorbitol and 35-40% hydrogenated oligo-saccharides (lab 2212, Roquette, France) #",47,,,,2.5
"Lycasin® HBC, syrup containing 50-55% maltitol, 5-8% sorbitol and 35-40% hydrogenated oligo-saccharides (lab 2212, Roquette, France) #",25,,,,2.5
"Lychee, NS #",48,,,,15
"M&M's®, peanut",33,,,,25
Macadamia Chocolate,24,,,,25
"Macaroons, containing wheat flour and with coconut flour",32,,,,20
"Macaroons, prepared with wheat flour and coconut flour #",33,,,,20
Majadra (Syrian dish of lentils and rice) #,24,,,,35
"Malbit CR (87% maltitol) (Cerestar, Vilvoorde, Belgium) #",30,,,,2.5
Malt toffee weight management bar #,43,,,,20
"Maltidex 100 (> 72% maltitol) (Cerestar, Vilvoorde, Belgium) #",44,,,,2.5
Maltitol #,26,,,,2.5
"Maltitol (Roquette, Lestrem, France), dissolved in 200 mL water #",34,,,,2.5
"Maltitol (Roquette, Lestrem, France), dissolved in 200 mL water #",23,,,,2.5
"Maltitol (Roquette, Lestrem, France), dissolved in 200 mL water #",33,,,,2.5
Maltitol and Sucrose mixture (25 g Maltitol + 25 g Sucrose) #,46,,,,2.5
Maltmeal wafer,50,,,,20
Mamacare Diabetic Nutrition,33,,,,30
Mandarin orange (Citrus reticulata),52,,,,15
